,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity
7102,Mazda,MX-5 Miata,2014,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Convertible,28,21,586
6729,Nissan,Maxima,2016,premium unleaded (recommended),300.0,6.0,AUTOMATIC,front wheel drive,4.0,High-Performance,Midsize,Sedan,30,22,2009
6725,Toyota,Matrix,2013,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,21,2031
1509,Cadillac,ATS Coupe,2016,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,2.0,"Luxury,High-Performance",Compact,Coupe,28,19,1624
717,Mazda,6,2017,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,34,24,586
8527,Kia,Rio,2017,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,27,1720
6062,Volkswagen,Jetta SportWagen,2012,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Diesel,Compact,Wagon,39,29,873
9596,Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,24,18,1385
10962,Toyota,Tundra,2015,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Extended Cab Pickup,18,13,2031
1901,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,24,873
5330,Volkswagen,GLI,2008,premium unleaded (required),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Compact,Sedan,29,22,873
8523,Kia,Rio,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,27,1720
10954,Toyota,Tundra,2015,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Extended Cab Pickup,17,13,2031
7795,Infiniti,Q50,2017,premium unleaded (required),208.0,4.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,28,22,190
7238,Dodge,Nitro,2009,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Crossover,Midsize,4dr SUV,21,15,1851
10625,Chevrolet,TrailBlazer,2008,premium unleaded (required),390.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Performance",Midsize,4dr SUV,16,12,1385
2420,Volkswagen,CC,2017,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,31,22,873
10782,Chevrolet,Trax,2017,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,33,25,1385
4844,Subaru,Forester,2016,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,24,640
6205,Dodge,Journey,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,19,1851
9771,Chevrolet,Sonic,2016,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,34,27,1385
1775,Subaru,B9 Tribeca,2007,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640
4200,Ford,Escape,2016,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,31,22,5657
3207,Cadillac,CTS Coupe,2014,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,27,18,1624
10890,Acura,TSX,2014,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,31,22,204
8002,Volkswagen,Rabbit,2008,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,21,873
6655,Chevrolet,Malibu Hybrid,2010,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,34,26,1385
7812,Audi,Q5,2015,premium unleaded (required),272.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,18,3105
10308,Scion,tC,2014,regular unleaded,179.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,31,23,105
3983,Buick,Envision,2017,premium unleaded (recommended),252.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,26,20,155
5401,Volkswagen,Golf GTI,2016,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,25,873
2703,Acura,CL,2003,premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,2.0,Luxury,Midsize,Coupe,27,17,204
9004,GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,all wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,17,13,549
11670,Suzuki,XL-7,2005,regular unleaded,185.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,20,15,481
1032,Audi,A3,2016,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Diesel,Luxury",Compact,Sedan,43,31,3105
9537,Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,22,17,1385
319,Nissan,370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,19,2009
11231,Hyundai,Veloster,2015,regular unleaded,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3.0,Hatchback,Compact,2dr Hatchback,36,27,1439
1805,Volkswagen,Beetle Convertible,2014,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,32,24,873
9519,Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,24,18,1385
5473,Pontiac,Grand Am,2003,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,27,18,210
5605,Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873
436,BMW,4 Series,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,35,23,3916
5698,HUMMER,H3,2010,flex-fuel (unleaded/E85),300.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury",Midsize,4dr SUV,16,13,130
1978,Chevrolet,Blazer,2004,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,2.0,,Compact,2dr SUV,19,14,1385
124,BMW,3 Series Gran Turismo,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Hatchback,Luxury,Performance",Midsize,4dr Hatchback,30,20,3916
6278,Suzuki,Kizashi,2012,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,30,23,481
5040,Ford,Fusion,2017,regular unleaded,231.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,31,21,5657
8517,Kia,Rio,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,37,27,1720
4091,Lexus,ES 300,2003,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,27,18,454
5440,Volkswagen,Golf SportWagen,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,34,25,873
5818,Chevrolet,Impala Limited,2015,flex-fuel (unleaded/E85),300.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,30,18,1385
5982,Lexus,IS 350 C,2014,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,27,19,454
1412,Nissan,Altima,2016,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,39,27,2009
9965,Cadillac,SRX,2014,regular unleaded,308.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,16,1624
2220,Toyota,Camry Solara,2006,regular unleaded,225.0,6.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,27,18,2031
4002,GMC,Envoy XUV,2005,regular unleaded,275.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,17,12,549
7411,Chrysler,Pacifica,2017,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,28,18,1013
365,Mazda,3,2015,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Compact,Sedan,39,28,586
147,BMW,3 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,34,22,3916
4563,Ford,F-150,2017,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,21,15,5657
8245,Land Rover,Range Rover Evoque,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,30,21,258
11744,Nissan,Xterra,2013,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,20,15,2009
8489,Honda,Ridgeline,2013,regular unleaded,250.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,Crew Cab Pickup,21,15,2202
10994,Toyota,Tundra,2016,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Extended Cab Pickup,17,13,2031
6733,Nissan,Maxima,2016,premium unleaded (recommended),300.0,6.0,AUTOMATIC,front wheel drive,4.0,High-Performance,Midsize,Sedan,30,22,2009
5475,Pontiac,Grand Am,2003,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,27,18,210
11566,Volvo,XC60,2015,regular unleaded,325.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,870
7668,Toyota,Prius c,2015,regular unleaded,99.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,46,53,2031
1632,Chevrolet,Aveo,2009,regular unleaded,107.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,27,1385
6238,Nissan,Juke,2017,premium unleaded (recommended),188.0,4.0,MANUAL,front wheel drive,4.0,"Crossover,Hatchback,Performance",Compact,4dr Hatchback,33,27,2009
11475,Subaru,WRX,2017,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,High-Performance",Compact,Sedan,23,17,640
3742,Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,16,13,5657
7350,Subaru,Outback,2017,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27,20,640
5890,Subaru,Impreza,2017,regular unleaded,152.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,36,27,640
10096,Toyota,Supra,1996,regular unleaded,320.0,6.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Coupe,22,16,2031
5047,Infiniti,FX35,2008,premium unleaded (required),275.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,20,15,190
4933,Ford,Freestyle,2005,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,22,17,5657
5338,Volkswagen,GLI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,24,873
2296,GMC,Canyon,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,24,17,549
3777,Mitsubishi,Eclipse,2010,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,27,20,436
7373,Mitsubishi,Outlander Sport,2017,regular unleaded,148.0,4.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,4dr SUV,29,23,436
691,Mazda,626,2001,regular unleaded,125.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,25,19,586
9594,Chevrolet,Silverado 1500,2016,regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,23,16,1385
5745,Toyota,Highlander,2016,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,18,2031
11489,BMW,X3,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,26,19,3916
11446,Ford,Windstar,2003,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,22,16,5657
4353,Ford,Explorer Sport Trac,2008,regular unleaded,292.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,20,13,5657
11069,Chevrolet,Uplander,2006,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,23,16,1385
9113,Kia,Sephia,2001,regular unleaded,125.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,28,19,1720
4757,Ford,Flex,2015,regular unleaded,287.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,23,17,5657
7368,Mitsubishi,Outlander Sport,2016,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,31,24,436
2575,Honda,Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,42,31,2202
8621,Volkswagen,Routan,2011,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,873
7634,Honda,Pilot,2017,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,26,18,2202
10971,Toyota,Tundra,2016,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,18,13,2031
9714,Hyundai,Sonata Hybrid,2016,regular unleaded,193.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,43,39,1439
9420,Oldsmobile,Silhouette,2002,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,24,17,26
6224,Nissan,Juke,2015,premium unleaded (recommended),188.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,31,26,2009
1170,GMC,Acadia,2017,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,18,549
4688,Ford,Fiesta,2017,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,35,27,5657
866,Saab,9-5,2011,premium unleaded (recommended),220.0,4.0,MANUAL,front wheel drive,4.0,Luxury,Large,Sedan,33,20,376
6503,Lincoln,LS,2005,premium unleaded (required),232.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,61
3847,Hyundai,Elantra Touring,2010,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,31,23,1439
6870,Lincoln,MKS,2016,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,16,61
1174,Hyundai,Accent,2014,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,37,27,1439
1260,Honda,Accord,2017,regular unleaded,185.0,4.0,MANUAL,front wheel drive,2.0,,Midsize,Coupe,32,23,2202
8625,Volkswagen,Routan,2012,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,873
415,BMW,4 Series Gran Coupe,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,32,21,3916
1310,Suzuki,Aerio,2005,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,26,21,481
7457,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,35,24,873
8131,Dodge,Ram Cargo,2002,regular unleaded,225.0,8.0,AUTOMATIC,rear wheel drive,3.0,,Large,Cargo Van,14,12,1851
4764,Ford,Flex,2016,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Performance",Large,Wagon,23,16,5657
6671,Chevrolet,Malibu,2015,regular unleaded,196.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,36,25,1385
7250,Dodge,Nitro,2011,regular unleaded,260.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Performance",Midsize,4dr SUV,21,16,1851
9781,Chevrolet,Sonic,2016,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,26,1385
816,Saab,9-3 Griffin,2012,premium unleaded (recommended),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,29,18,376
1108,Audi,A6,2016,premium unleaded (recommended),252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,35,24,3105
6077,Volkswagen,Jetta SportWagen,2013,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,31,24,873
11813,Toyota,Yaris,2015,regular unleaded,106.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,36,30,2031
1747,Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640
3054,Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,27,2202
2448,Dodge,Challenger,2015,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,Performance,Large,Coupe,23,15,1851
862,Saab,9-5,2009,premium unleaded (recommended),260.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,27,17,376
5156,Infiniti,G37 Sedan,2010,premium unleaded (recommended),328.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,25,18,190
8032,Buick,Rainier,2006,regular unleaded,291.0,6.0,AUTOMATIC,all wheel drive,4.0,,Midsize,4dr SUV,20,14,155
4185,Ford,Escape Hybrid,2010,regular unleaded,177.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hybrid",Compact,4dr SUV,31,34,5657
2524,Chevrolet,City Express,2016,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Cargo Minivan,26,24,1385
9829,Kia,Sorento,2016,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,23,17,1720
9799,GMC,Sonoma,2002,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,18,14,549
8362,Ford,Ranger,2011,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Extended Cab Pickup,27,22,5657
5907,Honda,Insight,2013,regular unleaded,98.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,44,41,2202
4520,Ford,F-150,2016,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,25,18,5657
9981,Chevrolet,SS,2014,premium unleaded (recommended),415.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,21,14,1385
5613,Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,33,24,873
3908,Honda,Element,2011,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,24,19,2202
3350,Mazda,CX-3,2017,regular unleaded,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,32,27,586
6244,Nissan,Juke,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,32,28,2009
141,BMW,3 Series,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,35,23,3916
5211,Mitsubishi,Galant,2010,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,30,21,436
3587,Land Rover,Discovery Sport,2017,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,25,20,258
4073,Chevrolet,Equinox,2017,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,32,22,1385
8374,Toyota,RAV4 EV,2013,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,Crossover,Midsize,4dr SUV,74,78,2031
10937,Toyota,Tundra,2015,regular unleaded,310.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Extended Cab Pickup,19,15,2031
10194,Toyota,Tacoma,2016,regular unleaded,278.0,6.0,MANUAL,four wheel drive,4.0,,Compact,Extended Cab Pickup,20,17,2031
3989,GMC,Envoy XL,2004,regular unleaded,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,18,13,549
9422,Oldsmobile,Silhouette,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,24,17,26
4730,Ford,Five Hundred,2005,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,23,17,5657
1664,Hyundai,Azera,2015,regular unleaded,293.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,28,19,1439
229,Chrysler,300,2017,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,30,19,1013
4440,Chevrolet,Express,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,17,11,1385
6867,Lincoln,MKS,2015,regular unleaded,305.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,26,18,61
6129,Volkswagen,Jetta,2016,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,39,28,873
3371,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,30,24,586
8340,Ford,Ranger,2009,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Regular Cab Pickup,26,21,5657
9680,Mercedes-Benz,SLK-Class,2016,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Compact,Convertible,32,25,617
7631,Honda,Pilot,2017,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,26,18,2202
5144,Infiniti,G35,2008,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,190
1879,Volkswagen,Beetle Convertible,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,34,25,873
3140,Chevrolet,Cruze Limited,2016,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,36,25,1385
1158,GMC,Acadia,2016,regular unleaded,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,549
10947,Toyota,Tundra,2015,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Extended Cab Pickup,17,13,2031
5173,Pontiac,G3,2009,regular unleaded,106.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,27,210
1071,Audi,A4,2015,premium unleaded (required),220.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,32,24,3105
7281,Lexus,NX 200t,2017,premium unleaded (required),235.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,28,22,454
2777,Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,27,20,1385
2056,Subaru,BRZ,2017,premium unleaded (required),205.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,29,21,640
8427,Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,28,19,204
11406,Suzuki,Vitara,2003,regular unleaded,127.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Convertible SUV,24,20,481
3274,Cadillac,CTS,2016,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,29,21,1624
6049,Volkswagen,Jetta Hybrid,2014,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873
11901,BMW,Z4,2016,premium unleaded (required),240.0,4.0,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,34,22,3916
11071,Chevrolet,Uplander,2006,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,23,16,1385
6634,Dodge,Magnum,2006,regular unleaded,340.0,8.0,AUTOMATIC,all wheel drive,4.0,,Large,Wagon,22,15,1851
2495,Dodge,Charger,2016,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,16,1851
1285,Honda,Accord,2017,regular unleaded,189.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,32,23,2202
8461,Buick,Regal,2017,flex-fuel (unleaded/E85),182.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,30,19,155
5809,Acura,ILX,2017,premium unleaded (recommended),201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,35,25,204
